LogIndex,PCDate,PCTime,MEActFOCons,DGActFOCons,BlrActFOCons,MEActMGOCons,DGActMGOCons,BlrActMGOCons,MEAccFOCons,DGAccFOCons,BlrAccFOCons,DGAccMGOCons,BlrAccMGOCons,MEFOInTemp,DGFOInTemp,BlrFOInTemp,DGMGOInTemp,BlrMGOInTemp,FCMFODensity,DGFODensity,BlrFODensity,DGMGODensity,BlrMGODensity,DG1Power,DG2Power,DG3Power,MESFOC_kw,MESFOC_nmile,MERpm,METorque,MEShaftPow,ShipSpdToWater,ShipSpd,ShipHeel,ShipTrim,ShipDraft,ShipSlip,WindSpd,WindDir,Latitude,Longitude,ShipDraughtBow,ShipDraughtAstern,ShipDraughtMidLft,ShipDraughtMidRgt
60,2020/3/1,0:10:33,265.1681824,380.5628967,0,0,0,0,1787819.578,395553.1719,66601.75781,8230.599609,1858.788086,76.45937347,90.36261749,82.3265625,512.5057373,25.1703125,890.4359741,514.8438721,825.0228882,30.88736153,838.9382935,1035,824,0,235.2867584,28.2093811,46,233,1127,9.4,9.326,-0.1,2.43,8.015,-1.111474991,23.7,35,28.42 N,123.25 E,6.8,9.23,7.46,7.56
61,2020/3/1,0:10:45,274.8303528,377.3032532,0,0,0,0,1787819.844,395554.9063,66601.75781,8230.599609,1858.788086,76.47499847,90.40277863,82.3265625,512.5489502,25.1703125,890.5154419,514.7776489,824.9401245,30.8829937,838.7625732,1039,819,0,228.0749817,29.23727226,46,246,1205,9.4,9.326,-0.46,2.13,8.025,-1.111474991,23.3,37,28.42 N,123.25 E,6.96,9.09,7.38,7.84
62,2020/3/1,0:10:55,281.921051,388.8066101,0,0,0,0,1787820.797,395555.9531,66601.75781,8230.599609,1858.788086,76.48281097,90.49183655,82.3109375,512.5276489,25.1703125,890.4979248,514.6328125,824.9667358,30.87508011,838.8699341,1046,827,0,217.0292969,29.99160194,46,266,1299,9.4,9.252,-0.47,1.87,8.105,-1.111474991,22.7,35,28.42 N,123.25 E,7.17,9.04,7.54,8.01
63,2020/3/1,0:11:05,299.8790283,381.7305908,0,0,0,0,1787821.047,395557.4531,66601.75781,8230.599609,1858.788086,76.51406097,90.37374878,82.3109375,512.5067139,25.1703125,890.5134888,514.8123169,824.524353,30.8879528,839.2606812,1032,819,0,213.437027,32.24505615,47,287,1405,9.3,9.222,-0.01,1.78,8.2,2.092600584,22.1,33,28.42 N,123.25 E,7.31,9.09,7.72,7.73
64,2020/3/1,0:11:15,302.6174927,385.6827393,0,0,0,0,1787821.25,395559.25,66601.75781,8230.599609,1858.788086,76.55312347,90.36062622,82.2953125,512.6729736,25.178125,890.4561157,514.8317261,824.8970947,30.8451786,839.053772,1023,802,0,215.0799561,32.53951645,46,289,1407,9.3,9.222,0.08,2.23,8.035,-0.035821024,22.6,33,28.42 N,123.25 E,6.92,9.15,7.67,7.59
65,2020/3/1,0:11:27,298.4726868,377.5531921,0,0,0,0,1787821.828,395560.9219,66601.75781,8230.599609,1858.788086,76.57656097,90.38253784,82.303125,512.5488892,25.1625,890.2971802,514.7900391,825.0706787,30.87195206,839.052063,1030,815,0,222.9071655,32.09383774,46,275,1339,9.3,9.265,0.29,2.52,7.93,-0.035821024,22.3,30,28.42 N,123.25 E,6.67,9.19,7.84,7.55
66,2020/3/1,0:11:37,292.249054,376.8517761,0,0,0,0,1787822.703,395562.0469,66601.75781,8230.599609,1858.788086,76.53749847,90.44892883,82.2796875,512.5695801,25.1625,890.3946533,514.6947021,824.6549683,30.85305786,838.850647,1021,805,0,224.4616394,31.0903244,46,266,1302,9.4,9.26,0.24,2.42,8.05,-1.111474991,22.7,34,28.42 N,123.25 E,6.84,9.26,7.84,7.6
67,2020/3/1,0:11:47,293.1803894,373.9130554,0,0,0,0,1787822.781,395563.4688,66601.75781,8230.599609,1858.788086,76.54531097,90.43019867,82.2953125,512.5651245,25.1625,890.4015503,514.732605,825.1498413,30.8614521,839.1177368,1024,818,0,231.0326233,31.18940353,46,262,1269,9.4,9.277,0.08,2.42,8.03,-1.111474991,23,34,28.42 N,123.25 E,6.82,9.24,7.72,7.64
68,2020/3/1,0:11:59,286.1894531,383.5267944,0,0,0,0,1787823.313,395565.1875,66601.75781,8230.599609,1858.788086,76.52187347,90.42016602,82.2953125,512.5971069,25.1703125,890.4879761,514.7419434,824.1694336,30.82623291,838.8456421,1011,789,0,221.3375549,30.44568634,46,265,1293,9.4,9.277,0.24,2.3,7.96,-1.111474991,23.5,31,28.42 N,123.25 E,6.81,9.11,7.77,7.53
69,2020/3/1,0:12:09,294.1221313,379.8228149,0,0,0,0,1787823.5,395567,66601.75781,8230.599609,1858.788086,76.54531097,90.42042542,82.2875,512.5859375,25.1625,890.4464722,514.7313843,824.795166,30.85294533,839.0767822,1025,794,0,218.6781616,31.28958893,46,275,1345,9.4,9.269,0.16,2.18,8,-1.111474991,23.1,33,28.42 N,123.25 E,6.91,9.09,7.58,7.42
70,2020/3/1,0:12:19,293.7720032,381.5218811,0,0,0,0,1787824.453,395568.0469,66601.75781,8230.599609,1858.788086,76.54531097,90.48169708,82.2640625,512.536377,25.1703125,890.4303589,514.6328125,825.171875,30.86169243,838.9135132,1016,802,0,216.6460266,31.25234032,47,277,1356,9.4,9.269,0.21,2.28,8.08,1.03983295,22.9,35,28.42 N,123.25 E,6.94,9.22,7.72,7.51
71,2020/3/1,0:12:32,295.7294006,381.4499207,0,0,0,0,1787824.594,395570.1563,66601.75781,8230.599609,1858.788086,76.54531097,90.31710052,82.271875,512.4998779,25.1625,890.4160156,514.8742065,824.8151245,30.86181259,839.2791138,1018,803,0,218.250473,31.4605751,46,277,1355,9.4,9.316,-0.07,2.3,8.07,-1.111474991,22.6,35,28.42 N,123.25 E,6.92,9.22,7.62,7.69
72,2020/3/1,0:12:42,294.3468933,382.9190369,0,0,0,0,1787825.281,395571.2188,66601.75781,8230.599609,1858.788086,76.54531097,90.34753418,82.271875,512.5731812,25.1703125,890.484436,514.8269653,824.8609009,30.8490715,838.8237305,1027,812,0,218.034729,30.9838829,46,276,1350,9.5,9.316,-0.06,2.39,7.975,-2.187129021,22.5,28,28.42 N,123.25 E,6.78,9.17,7.63,7.69
73,2020/3/1,0:12:52,296.4215088,381.368042,0,0,0,0,1787825.563,395572.9375,66601.75781,8230.599609,1858.788086,76.54531097,90.37677765,82.2640625,512.5824585,25.1546875,890.5567627,514.7736816,824.7893677,30.85639381,838.7056274,1034,817,0,221.8723907,31.20226479,46,273,1336,9.5,9.32,-0.12,1.95,8.045,-2.187129021,23,35,28.42 N,123.25 E,7.07,9.02,7.49,7.61
74,2020/3/1,0:13:02,297.074707,375.0293579,0,0,0,0,1787826.359,395574.1406,66601.75781,8230.599609,1858.788086,76.55312347,90.37194824,82.2640625,512.5085449,25.1703125,890.4553223,514.7762451,824.9714966,30.86947441,839.4025879,1013,800,0,223.3644409,31.27102089,46,272,1330,9.5,9.332,0.12,2.09,8.045,-2.187129021,22.8,34,28.42 N,123.25 E,7,9.09,7.4,7.28
75,2020/3/1,0:13:14,289.9321594,386.6411438,0,0,0,0,1787826.578,395576.1719,66601.75781,8230.599609,1858.788086,76.55312347,90.47686005,82.25625,512.4761353,25.146875,890.3932495,514.6132202,825.1585083,30.8656292,839.1672363,1036,824,0,215.7233276,30.84384727,46,275,1344,9.4,9.332,0.12,1.99,8.145,-1.111474991,22.5,34,28.42 N,123.25 E,7.15,9.14,7.47,7.35
76,2020/3/1,0:13:24,286.0918579,390.1717529,0,0,0,0,1787826.969,395577.2813,66601.75781,8230.599609,1858.788086,76.49843597,90.36605835,82.2171875,512.5592041,25.1625,890.6481323,514.8023071,825.4206543,30.82989502,839.163269,1043,832,0,216.2447968,30.43530464,46,271,1323,9.4,9.354,0.4,2.41,7.995,-1.111474991,22.9,31,28.42 N,123.25 E,6.79,9.2,7.84,7.44
77,2020/3/1,0:13:34,290.0740356,387.6658936,0,0,0,0,1787827.234,395579.0156,66601.75781,8230.599609,1858.788086,76.49843597,90.49183655,82.2171875,512.6497192,25.1625,890.5961304,514.6172485,826.1856689,30.83508873,839.0732422,1034,813,0,216.4731598,30.53410912,46,274,1340,9.5,9.357,0.09,2.2,8.12,-2.187129021,23,34,28.42 N,123.25 E,7.02,9.22,7.63,7.54
78,2020/3/1,0:13:46,299.4231262,376.5123596,0,0,0,0,1787827.75,395580.75,66601.75781,8230.599609,1858.788086,76.53749847,90.50626373,82.25625,512.5129395,25.1546875,890.4187012,514.5930786,825.1603394,30.86037636,838.9852295,1032,819,0,221.139679,31.51822472,46,277,1354,9.5,9.374,0.1,1.91,8.105,-2.187129021,22.5,33,28.42 N,123.25 E,7.15,9.06,7.75,7.65
79,2020/3/1,0:13:56,295.457489,378.6557922,0,0,0,0,1787828.25,395582.25,66601.75781,8230.599609,1858.788086,76.55312347,90.39796448,82.2328125,512.4888306,25.1625,890.4365845,514.7728271,824.902832,30.86538506,839.4019775,1025,821,0,218.8574066,31.10078812,47,277,1350,9.5,9.374,0.18,1.97,8.155,-0.01293477,22.6,30,28.42 N,123.25 E,7.17,9.14,7.64,7.46
80,2020/3/1,0:14:06,295.5165405,384.2244263,0,0,0,0,1787828.938,395583.3125,66601.75781,8230.599609,1858.788086,76.54531097,90.47520447,82.2328125,512.602417,25.1546875,890.5199585,514.6593628,825.8261108,30.82309532,839.1012573,1030,804,0,214.4532166,31.10700417,47,280,1378,9.5,9.38,-0.25,2.35,7.995,-0.01293477,22.2,31,28.42 N,123.25 E,6.82,9.17,7.64,7.89
81,2020/3/1,0:14:18,292.4356079,386.9285889,0,0,0,0,1787829.656,395585.0938,66601.75781,8230.599609,1858.788086,76.53749847,90.40063477,82.2328125,512.5274658,25.1546875,890.5397949,514.7785645,824.6273193,30.8445816,839.1176758,1038,819,0,219.7111969,30.78269577,46,274,1331,9.5,9.405,0.2,2.42,8,-2.187129021,23.1,34,28.42 N,123.25 E,6.79,9.21,7.72,7.52
82,2020/3/1,0:14:28,298.5291748,384.5648804,0,0,0,0,1787829.672,395586.8281,66601.75781,8230.599609,1858.788086,76.55312347,90.34135437,82.2171875,512.5927734,25.1546875,890.4889526,514.8765869,825.3977661,30.8488102,838.8146362,1044,823,0,225.8163147,31.09678841,46,271,1322,9.6,9.39,0.35,2.36,7.99,-3.262783051,22.6,33,28.42 N,123.25 E,6.81,9.17,7.81,7.46
83,2020/3/1,0:14:38,289.5474548,387.4720154,0,0,0,0,1787830.172,395588.3281,66601.75781,8230.599609,1858.788086,76.55312347,90.35241699,82.2328125,512.5289307,25.1546875,890.4333496,514.8664551,825.2366333,30.85225487,839.2748413,1028,812,0,216.0801849,30.16119385,47,273,1340,9.6,9.39,0.02,2.02,8.11,-1.065702558,22.9,33,28.42 N,123.25 E,7.1,9.12,7.63,7.61
84,2020/3/1,0:14:50,295.091217,380.2870789,0,0,0,0,1787830.797,395589.4531,66601.75781,8230.599609,1858.788086,76.54531097,90.33912659,82.225,512.6027832,25.1546875,890.4597778,514.8803101,824.8828125,30.82577515,838.9529419,1049,836,0,225.4325562,30.73866844,46,270,1309,9.6,9.403,0.28,2.24,8.09,-3.262783051,22.6,30,28.42 N,123.25 E,6.97,9.21,7.79,7.51
85,2020/3/1,0:15:00,295.7580872,381.6615295,0,0,0,0,1787831.563,395591.1875,66601.75781,8230.599609,1858.788086,76.55312347,90.35352325,82.2171875,512.5765991,25.1390625,890.4575195,514.8606567,825.0420532,30.84710884,839.149231,1038,816,0,223.8895416,31.13243103,46,271,1321,9.5,9.433,-0.18,2.34,8.07,-2.187129021,22.5,33,28.42 N,123.25 E,6.9,9.24,7.63,7.81
86,2020/3/1,0:15:10,294.4229736,386.2602539,0,0,0,0,1787831.578,395592.9219,66601.75781,8230.599609,1858.788086,76.56874847,90.38175964,82.2171875,512.5204468,25.146875,890.5610962,514.8289185,825.4082642,30.85276985,838.6768799,1047,818,0,218.739212,30.99189186,47,276,1346,9.5,9.433,0.08,2.33,7.995,-0.01293477,22.8,33,28.42 N,123.25 E,6.83,9.16,7.62,7.54
87,2020/3/1,0:15:20,298.3457642,381.3071899,0,0,0,0,1787832.078,395594.4219,66601.75781,8230.599609,1858.788086,76.55312347,90.49253082,82.2171875,512.517334,25.1625,890.6721802,514.6602173,824.8809204,30.85558128,839.4096069,1044,823,0,223.3126984,31.40481758,47,274,1336,9.5,9.417,-0.08,2.16,8.08,-0.01293477,22.6,30,28.42 N,123.25 E,7,9.16,7.48,7.56
88,2020/3/1,0:15:32,292.5946655,387.7120361,0,0,0,0,1787832.531,395596.2188,66601.75781,8230.599609,1858.788086,76.57656097,90.42333221,82.19375,512.6658936,25.146875,890.387085,514.7772217,825.539978,30.79471588,839.2398071,1046,819,0,218.191391,30.79943848,47,273,1341,9.5,9.429,-0.05,2.2,8.07,-0.01293477,22.6,35,28.43 N,123.25 E,6.97,9.17,7.55,7.6
89,2020/3/1,0:15:42,292.8435669,380.2255859,0,0,0,0,1787833.234,395597.2656,66601.75781,8230.599609,1858.788086,76.51406097,90.48571014,82.1859375,512.6308594,25.1546875,890.6203003,514.6751709,825.3922119,30.82465172,839.1605225,1041,826,0,224.9182587,30.82563782,46,268,1302,9.5,9.437,0,2.3,8.02,-2.187129021,22.3,30,28.43 N,123.25 E,6.87,9.17,7.62,7.62
90,2020/3/1,0:15:52,288.0429077,387.414917,0,0,0,0,1787833.25,395599,66601.75781,8230.599609,1858.788086,76.52187347,90.34319305,82.19375,512.6696167,25.146875,890.6401978,514.9016724,825.4436646,30.80353355,838.9422607,1032,814,0,217.0632324,30.32030678,46,270,1327,9.5,9.462,-0.02,2.01,8.145,-2.187129021,23.2,34,28.43 N,123.25 E,7.14,9.15,7.66,7.68
91,2020/3/1,0:16:04,288.4535828,386.4742126,0,0,0,0,1787833.781,395600.7188,66601.75781,8230.599609,1858.788086,76.50624847,90.34975433,82.2015625,512.6090088,25.1625,890.6547241,514.8977661,825.0431519,30.80974388,839.1347656,1023,805,0,215.4246368,30.36353493,47,273,1339,9.5,9.452,0.13,2.02,8.12,-0.01293477,22.4,34,28.43 N,123.24 E,7.11,9.13,7.65,7.52
92,2020/3/1,0:16:14,294.5694885,377.7631531,0,0,0,0,1787834.266,395602.2344,66601.75781,8230.599609,1858.788086,76.51406097,90.41910553,82.1859375,512.6069946,25.1390625,890.5620117,514.7949829,825.62677,30.80971527,838.8208618,1019,797,0,226.5919189,31.00731468,47,267,1300,9.5,9.454,0.38,2.69,7.965,-0.01293477,23.2,30,28.43 N,123.24 E,6.62,9.31,7.7,7.32
93,2020/3/1,0:16:24,287.1458435,383.1381531,0,0,0,0,1787835.156,395603.3438,66601.75781,8230.599609,1858.788086,76.50624847,90.55966187,82.178125,512.6463623,25.1390625,890.5576172,514.588562,825.3034668,30.81406212,839.1072998,1045,838,0,222.5936737,29.911026,46,266,1290,9.6,9.473,0.21,2.47,8.075,-3.262783051,22.2,30,28.43 N,123.24 E,6.84,9.31,7.66,7.45
94,2020/3/1,0:16:36,293.4272766,380.9189758,0,0,0,0,1787835.672,395605.0781,66601.75781,8230.599609,1858.788086,76.51406097,90.54367828,82.1625,512.6148682,25.1546875,890.548645,514.621582,825.4969482,30.81315422,839.3657227,1042,822,0,223.8194275,30.56534195,46,268,1311,9.6,9.476,0.33,2.42,7.99,-3.262783051,22.4,30,28.43 N,123.24 E,6.78,9.2,7.74,7.41
95,2020/3/1,0:16:46,293.9745789,382.2701721,0,0,0,0,1787835.703,395606.7969,66601.75781,8230.599609,1858.788086,76.55312347,90.50561523,82.1703125,512.6157227,25.146875,890.5263672,514.6654053,825.928894,30.80323219,839.4196777,1046,831,0,222.0351868,30.6223526,46,271,1324,9.6,9.476,0.19,1.99,8.065,-3.262783051,22.8,30,28.43 N,123.24 E,7.07,9.06,7.77,7.58
96,2020/3/1,0:16:56,290.1251831,382.8717041,0,0,0,0,1787836.016,395608.2344,66601.75781,8230.599609,1858.788086,76.51406097,90.39955139,82.1703125,512.701355,25.146875,890.5692749,514.8380737,825.4082642,30.78786278,838.9788208,1035,814,0,218.9624023,30.53949356,46,270,1325,9.5,9.476,0.08,1.91,8.095,-2.187129021,22.8,30,28.43 N,123.24 E,7.14,9.05,7.55,7.47
97,2020/3/1,0:17:06,293.9658508,380.1061096,0,0,0,0,1787836.891,395609.3594,66601.75781,8230.599609,1858.788086,76.52968597,90.33886719,82.1390625,512.6065674,25.1546875,890.7803955,514.9368896,825.609375,30.82676125,839.0670166,1039,821,0,218.7245941,30.94377327,46,273,1344,9.5,9.455,0.14,2.28,8.1,-2.187129021,22.9,30,28.43 N,123.24 E,6.96,9.24,7.62,7.48
98,2020/3/1,0:17:18,292.0707703,379.6539001,0,0,0,0,1787837.031,395611.4688,66601.75781,8230.599609,1858.788086,76.52187347,90.34092712,82.1390625,512.5654907,25.146875,890.406311,514.9285889,825.7554321,30.81971169,838.9304199,1032,812,0,221.9382782,30.42403793,46,270,1316,9.6,9.48,0.34,2.29,8.065,-3.262783051,22.9,30,28.43 N,123.24 E,6.92,9.21,7.57,7.23
99,2020/3/1,0:17:28,289.1988831,384.6261292,0,0,0,0,1787837.438,395612.8125,66601.75781,8230.599609,1858.788086,76.56093597,90.41068268,82.13125,512.6252441,25.1390625,890.3250122,514.8268433,826.2323608,30.80898476,839.2492676,1025,804,0,220.5941162,30.12488365,46,269,1311,9.6,9.48,0.14,2.61,7.925,-3.262783051,23.3,30,28.43 N,123.24 E,6.62,9.23,7.76,7.62
100,2020/3/1,0:17:38,290.6357727,383.0868835,0,0,0,0,1787837.938,395614.3125,66601.75781,8230.599609,1858.788086,76.53749847,90.44094086,82.13125,512.5896606,25.13125,890.473999,514.7635498,825.8908691,30.82685471,839.1956787,1023,797,0,218.0313416,30.27455902,46,271,1333,9.6,9.475,-0.11,1.64,8.17,-3.262783051,22.7,28,28.43 N,123.24 E,7.35,8.99,7.51,7.62
101,2020/3/1,0:17:50,297.0123901,377.7839355,0,0,0,0,1787838.453,395616.0469,66601.75781,8230.599609,1858.788086,76.54531097,90.48899078,82.13125,512.5649414,25.13125,890.5465698,514.6841431,825.3339233,30.8012619,839.2769165,1016,805,0,220.9913635,31.26446152,46,273,1344,9.5,9.471,-0.13,2,8.07,-2.187129021,23.3,27,28.43 N,123.24 E,7.07,9.07,7.36,7.49
102,2020/3/1,0:18:00,293.6847229,377.323822,0,0,0,0,1787838.953,395617.5469,66601.75781,8230.599609,1858.788086,76.56093597,90.48440552,82.115625,512.6074829,25.146875,890.4046021,514.6878052,825.9271851,30.81509209,839.3170776,1014,794,0,219.8238983,30.59215927,47,274,1336,9.6,9.462,0.38,2.22,8.12,-1.065702558,23.6,33,28.43 N,123.24 E,7.01,9.23,7.61,7.23
103,2020/3/1,0:18:10,292.6586914,380.4455566,0,0,0,0,1787839.094,395618.9063,66601.75781,8230.599609,1858.788086,76.54531097,90.43984985,82.1390625,512.552063,25.146875,890.3935547,514.7553711,825.3395996,30.8251667,839.1812744,1013,797,0,224.0878143,30.80617714,47,269,1306,9.5,9.482,0.38,1.85,8.245,-0.01293477,23.2,30,28.43 N,123.24 E,7.32,9.17,7.66,7.28
104,2020/3/1,0:18:22,288.6583862,383.9660645,0,0,0,0,1787840.125,395620.625,66601.75781,8230.599609,1858.788086,76.55312347,90.41963196,82.1234375,512.5924683,25.146875,890.4013062,514.7909546,825.6762695,30.79125786,838.6344604,1035,818,0,215.9000702,30.06858253,47,272,1337,9.6,9.5,0.01,1.83,8.215,-1.065702558,22,33,28.43 N,123.24 E,7.3,9.13,7.68,7.67
105,2020/3/1,0:18:32,294.0516357,384.3306885,0,0,0,0,1787840.188,395622.0625,66601.75781,8230.599609,1858.788086,76.55312347,90.37805176,82.115625,512.5270996,25.1390625,890.4398193,514.8532104,825.3615723,30.82257271,839.0206299,1025,805,0,223.7835846,30.95280457,46,269,1314,9.5,9.502,-0.1,2.07,8.055,-2.187129021,21.8,33,28.43 N,123.24 E,7.02,9.09,7.66,7.76
106,2020/3/1,0:18:42,298.7507935,376.975769,0,0,0,0,1787840.625,395623.625,66601.75781,8230.599609,1858.788086,76.54531097,90.43769073,82.115625,512.5309448,25.13125,890.5549927,514.7528076,825.444519,30.83681679,839.1478882,1038,813,0,224.7936707,31.44745255,47,271,1329,9.5,9.498,0.13,2.1,8.09,-0.01293477,21.7,30,28.43 N,123.24 E,7.04,9.14,7.47,7.34
107,2020/3/1,0:18:52,296.3624573,377.2705994,0,0,0,0,1787841.016,395624.9844,66601.75781,8230.599609,1858.788086,76.52187347,90.44410706,82.1,512.5688477,25.13125,890.6553345,514.7329712,825.6962891,30.83704567,839.1965942,1006,786,0,223.5010986,31.19604874,47,271,1326,9.5,9.514,0.32,2.02,8.12,-0.01293477,21.9,31,28.43 N,123.24 E,7.11,9.13,7.51,7.19
108,2020/3/1,0:19:04,299.90979,378.4199829,0,0,0,0,1787841.797,395626.7031,66601.75781,8230.599609,1858.788086,76.54531097,90.38326263,82.1,512.5533447,25.1390625,890.5400391,514.8184814,825.6886597,30.80873489,839.2359009,1028,792,0,224.3154755,31.56945229,46,273,1337,9.5,9.514,0.2,2.06,8.1,-2.187129021,22.2,30,28.43 N,123.24 E,7.07,9.13,7.56,7.36
109,2020/3/1,0:19:14,297.4710083,381.3984985,0,0,0,0,1787842.109,395628.1406,66601.75781,8230.599609,1858.788086,76.53749847,90.44369507,82.0921875,512.6430664,25.13125,890.5880127,514.7227783,825.5923462,30.77977943,838.723877,1041,815,0,222.9917603,31.31273842,46,273,1334,9.5,9.534,0.37,2.31,8.015,-2.187129021,22.1,30,28.43 N,123.24 E,6.86,9.17,7.78,7.41
110,2020/3/1,0:19:24,294.0817566,384.7064514,0,0,0,0,1787842.547,395629.7031,66601.75781,8230.599609,1858.788086,76.54531097,90.37073517,82.1,512.6462402,25.1234375,890.4813232,514.8220825,825.3939819,30.78078079,839.171936,1024,799,0,220.4510956,30.95597458,47,273,1334,9.5,9.507,0.01,2.27,8.055,-0.01293477,23,30,28.43 N,123.24 E,6.92,9.19,7.62,7.61
111,2020/3/1,0:19:36,296.9944458,380.2086792,0,0,0,0,1787843.063,395631.4375,66601.75781,8230.599609,1858.788086,76.54531097,90.37535858,82.1078125,512.6186523,25.1390625,890.5053711,514.7970581,824.9762573,30.78862572,839.0852051,1035,807,0,222.4677429,31.26257324,47,272,1335,9.5,9.538,-0.19,2.02,8.14,-0.01293477,22.8,28,28.43 N,123.24 E,7.13,9.15,7.65,7.84
112,2020/3/1,0:19:46,290.8927307,384.7718201,0,0,0,0,1787843.703,395632.7969,66601.75781,8230.599609,1858.788086,76.55312347,90.38105011,82.1,512.5716553,25.1234375,890.4306641,514.7633057,825.5874634,30.81089401,839.196167,1044,833,0,218.8809052,30.62028694,46,272,1329,9.5,9.538,0.22,2.08,8.07,-2.187129021,22.9,31,28.43 N,123.24 E,7.03,9.11,7.72,7.5
113,2020/3/1,0:19:56,289.875824,390.5362244,0,0,0,0,1787843.969,395634.2813,66601.75781,8230.599609,1858.788086,76.56093597,90.37480927,82.0921875,512.5307617,25.1234375,890.5601196,514.7702637,825.6428833,30.80714226,839.2872314,1042,817,0,215.8420105,30.51324463,46,274,1343,9.5,9.542,-0.16,2.2,8.09,-2.187129021,22.4,31,28.43 N,123.24 E,6.99,9.19,7.45,7.61
114,2020/3/1,0:20:08,302.1165771,381.1021118,0,0,0,0,1787844.484,395636.0156,66601.75781,8230.599609,1858.788086,76.54531097,90.4488678,82.06875,512.5717163,25.1234375,890.3912354,514.6541138,826.0548706,30.80328178,839.21875,1041,808,0,224.1220856,31.47047615,46,275,1348,9.6,9.538,-0.07,2.06,8.13,-3.262783051,21.6,33,28.43 N,123.24 E,7.1,9.16,7.53,7.6
115,2020/3/1,0:20:18,295.4063416,385.8874817,0,0,0,0,1787844.984,395637.5156,66601.75781,8230.599609,1858.788086,76.57656097,90.36109924,82.0765625,512.4957886,25.1234375,890.4001465,514.7771606,826.0853882,30.82320786,839.0861206,1038,819,0,225.8458252,31.09540367,46,269,1308,9.5,9.546,0.22,2.41,8.055,-2.187129021,21.7,33,28.43 N,123.24 E,6.85,9.26,7.62,7.4
116,2020/3/1,0:20:28,292.0510864,384.4564819,0,0,0,0,1787845.563,395638.9375,66601.75781,8230.599609,1858.788086,76.57656097,90.42067719,82.0765625,512.5802002,25.1234375,890.46521,514.6766968,825.2003784,30.78975487,839.2765503,1014,790,0,223.6225739,30.42198753,46,268,1306,9.6,9.561,-0.25,2.55,7.845,-3.262783051,22.3,31,28.43 N,123.24 E,6.57,9.12,7.55,7.8
117,2020/3/1,0:20:40,293.9972839,381.3269958,0,0,0,0,1787845.641,395640.3594,66601.75781,8230.599609,1858.788086,76.56093597,90.41022491,82.0453125,512.6594238,25.1234375,890.4193726,514.6691284,826.3571777,30.78240395,839.1424561,1055,840,0,222.0523224,30.94708252,46,271,1324,9.5,9.561,0.06,2.51,7.945,-2.187129021,22.4,34,28.43 N,123.24 E,6.69,9.2,7.72,7.66
118,2020/3/1,0:20:50,293.5679932,383.7921143,0,0,0,0,1787846.156,395642.0938,66601.75781,8230.599609,1858.788086,76.52968597,90.31983948,82.0453125,512.5791626,25.1234375,890.5874634,514.7887573,825.96521,30.80754471,839.0529175,1044,824,0,222.0635376,30.90189362,46,270,1322,9.5,9.561,0,2.13,8.115,-2.187129021,22.5,34,28.43 N,123.24 E,7.05,9.18,7.66,7.66
119,2020/3/1,0:21:00,292.7436523,383.9055786,0,0,0,0,1787846.641,395643.6094,66601.75781,8230.599609,1858.788086,76.56093597,90.29954529,82.0453125,512.5143433,25.1234375,890.5194702,514.8132935,826.1179199,30.80503082,838.8879395,1032,815,0,220.2736359,30.49413109,46,271,1329,9.6,9.561,0,2.3,8.01,-3.262783051,22.5,33,28.43 N,123.24 E,6.86,9.16,7.71,7.71
120,2020/3/1,0:21:10,293.8110657,379.243988,0,0,0,0,1787847.297,395644.9531,66601.75781,8230.599609,1858.788086,76.52968597,90.29971313,82.053125,512.5708008,25.115625,890.6107788,514.8129883,825.9146729,30.81911469,839.2434692,1022,808,0,218.6094208,30.60531998,46,274,1344,9.6,9.57,0.16,2.17,8.025,-3.262783051,21.9,31,28.43 N,123.24 E,6.94,9.11,7.53,7.37
121,2020/3/1,0:21:23,291.3340759,379.9695129,0,0,0,0,1787847.813,395646.6875,66601.75781,8230.599609,1858.788086,76.52187347,90.29406738,82.0453125,512.5396118,25.1234375,890.5800171,514.7965088,825.6686401,30.81036949,839.0795898,1023,808,0,218.0644226,30.34729958,46,272,1336,9.6,9.57,0.03,2.3,8.08,-3.262783051,22,31,28.43 N,123.24 E,6.93,9.23,7.74,7.71
122,2020/3/1,0:21:33,293.8703308,377.0862122,0,0,0,0,1787848.078,395648.1719,66601.75781,8230.599609,1858.788086,76.54531097,90.28591919,82.0375,512.585144,25.115625,890.5268555,514.8065796,825.5389404,30.79962158,839.1882324,1019,806,0,220.127594,30.93371964,47,272,1335,9.5,9.57,-0.08,2.01,8.085,-0.01293477,22.4,33,28.43 N,123.24 E,7.08,9.09,7.67,7.75
123,2020/3/1,0:21:43,289.1543884,385.5359192,0,0,0,0,1787848.578,395649.6719,66601.75781,8230.599609,1858.788086,76.50624847,90.33387756,82.0375,512.5460205,25.115625,890.4696045,514.7275391,825.694519,30.83366776,839.1920166,1028,807,0,217.0828705,30.12024879,47,271,1332,9.6,9.57,0.31,2.07,8.095,-1.065702558,22,30,28.43 N,123.24 E,7.06,9.13,7.66,7.35
